"Name","dataset","model","time_elapsed","time_elapsed_std","Agent","User","Tags","Created","Runtime","Sweep","add_hp","add_lp","adjoint","adjoint_method","adjoint_step_size","command","cuda","d","deg_normalised","device","dropout","early_stopping","early_terminate.min_iter","early_terminate.type","earlystopxT","edge_weights","entity","epochs","evectors","folds","graph_size","hidden_channels","input_dim","input_dropout","layers","left_weights","linear","lr","max_iters","max_nfe","max_t","max_test_steps","method","metric.goal","metric.name","min_acc","no_early","normalised","orth","output_dim","parameters.add_hp.distribution","parameters.add_hps","parameters.add_lp.distribution","parameters.add_lps","parameters.ds","parameters.datasets","parameters.dropout","parameters.dropouts","parameters.early_stopping","parameters.epochs","parameters.hidden_channelss","parameters.input_dropout","parameters.input_dropouts","parameters.layerss","parameters.lr","parameters.lrs","parameters.models","parameters.sample_budget","parameters.weight_decay","program","right_weights","sample_budget","sampler","second_linear","seed","sheaf_act","sheaf_decay","sparse_learner","step_size","stop_strategy","tol_scale","tol_scale_adjoint","use_act","weight_decay","best_epoch","best_test_acc","best_val_acc","fold0_tmp_test_acc","fold0_tmp_test_loss","fold0_train_acc","fold0_train_loss","fold0_val_acc","fold0_val_loss","test_acc","test_acc_std","val_acc"
"flowing-sweep-31","wisconsin","SampleBundleSheaf_2","0.01386102925846353","0.0014093571504626835","","","","2025-06-07T05:46:19.000Z","40","qtproi57","0","0","false","adaptive_heun","1","","0","16","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","251","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","86","0.9215686274509804","0.8375","0.8235294117647058","0.6515664458274841","1","0.031421925872564316","0.85","0.3956141173839569","85.88235294117646","3.137254901960783","1"
"blooming-sweep-30","wisconsin","SampleBundleSheaf_1","0.013724997027544306","0.0009749306381190804","","","","2025-06-07T05:45:37.000Z","39","qtproi57","0","0","false","adaptive_heun","1","","0","16","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","251","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","68","0.9019607843137256","0.8125","0.8235294117647058","0.6591750979423523","1","0.0374632366001606","0.8625","0.41047582030296326","86.07843137254902","3.766543669078147","1"
"exalted-sweep-29","wisconsin","BundleSheaf","0.012057347210589797","0.0009734338909211762","","","","2025-06-07T05:44:55.000Z","35","qtproi57","0","0","false","adaptive_heun","1","","0","16","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","251","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","13","0.7450980392156863","0.7625","0.7843137254901961","2.2464513778686523","1","0.000981001649051905","0.775","2.048983335494995","75.29411764705883","4.898037645802666","1"
"fallen-sweep-28","texas","SampleBundleSheaf_4","0.01386923204525374","0.001151981198756617","","","","2025-06-07T05:44:13.000Z","37","qtproi57","0","0","false","adaptive_heun","1","","0","16","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","98","0.8918918918918919","0.7627118644067796","0.8108108108108109","1.0851986408233645","1","0.012471841648221016","0.7457627118644068","0.812353253364563","84.05405405405405","4.750917792228905","1"
"valiant-sweep-27","texas","SampleBundleSheaf_2","0.01397636361280456","0.0011128174430953082","","","","2025-06-07T05:43:31.000Z","37","qtproi57","0","0","false","adaptive_heun","1","","0","16","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","95","0.8378378378378378","0.7796610169491526","0.7567567567567568","0.6287132501602173","1","0.021610982716083527","0.7627118644067796","0.6850879192352295","84.5945945945946","4.689013938620938","1"
"rare-sweep-26","texas","SampleBundleSheaf_1","0.013450907748658212","0.0010011935998887477","","","","2025-06-07T05:42:49.000Z","37","qtproi57","0","0","false","adaptive_heun","1","","0","16","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","75","0.8918918918918919","0.7457627118644068","0.7567567567567568","0.683135986328125","1","0.028840379789471623","0.7627118644067796","0.7382529973983765","84.05405405405405","4.594594594594594","1"
"laced-sweep-25","texas","BundleSheaf","0.01202819288452156","0.001070277468402552","","","","2025-06-07T05:42:12.000Z","34","qtproi57","0","0","false","adaptive_heun","1","","0","16","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","11","0.7837837837837838","0.5932203389830508","0.7837837837837838","1.535447597503662","1","0.002059257822111249","0.8305084745762712","0.9337915778160096","76.21621621621622","4.649905549752771","1"
"solar-sweep-24","cora","SampleBundleSheaf_4","0.014748312504962087","0.001485140595488693","","","","2025-06-07T05:40:01.000Z","125","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","2708","16","1433","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","7","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","31","0.7002012072434608","0.7185929648241206","0.6800804828973843","1.2285964488983154","1","0.04330985248088837","0.6922110552763819","1.1177064180374146","69.5774647887324","2.6826291046276003","1"
"twilight-sweep-23","cora","SampleBundleSheaf_2","0.0148824865706265","0.0026983842207170417","","","","2025-06-07T05:37:50.000Z","126","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","2708","16","1433","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","7","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","51","0.7404426559356136","0.7437185929648241","0.6901408450704225","1.1036107540130615","0.9991610738255032","0.05860268324613571","0.7185929648241206","0.929302990436554","73.09859154929578","1.8198969937643457","1"
"eager-sweep-22","cora","SampleBundleSheaf_1","0.01319282071944326","0.0010251579377152033","","","","2025-06-07T05:35:45.000Z","121","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","2708","16","1433","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","7","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","52","0.7404426559356136","0.7449748743718593","0.7082494969818913","1.009390354156494","1","0.06489170342683792","0.7374371859296482","0.8533616662025452","74.0040241448692","2.462303185638365","1"
"wild-sweep-21","cora","BundleSheaf","0.012794718788703904","0.0010683181652514898","","","","2025-06-07T05:34:05.000Z","93","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","2708","16","1433","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","7","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","23","0.5774647887323944","0.5791457286432161","0.5915492957746479","1.8428688049316408","1","0.03441805765032768","0.6092964824120602","1.7629305124282837","51.368209255533195","3.405161385941253","1"
"sage-sweep-20","wisconsin","SampleBundleSheaf_4","0.011453660994535316","0.001181893311171332","","","","2025-06-07T05:33:24.000Z","37","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","251","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","61","0.803921568627451","0.825","0.7843137254901961","1.2493066787719729","1","0.021111173555254936","0.8125","1.086089015007019","82.35294117647058","2.908313132194379","1"
"absurd-sweep-19","wisconsin","SampleBundleSheaf_2","0.011305322295054793","0.00144805448589973","","","","2025-06-07T05:32:42.000Z","37","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","251","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","88","0.8823529411764706","0.85","0.7647058823529411","0.739889919757843","1","0.040919240564107895","0.8375","0.4377283453941345","86.07843137254903","3.4467442806366537","1"
"stilted-sweep-18","wisconsin","SampleBundleSheaf_1","0.011035669188247992","0.0010417096662924024","","","","2025-06-07T05:32:00.000Z","37","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","251","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","76","0.9215686274509804","0.8375","0.8235294117647058","0.6599470973014832","1","0.035706330090761185","0.8375","0.438966691493988","85.49019607843137","3.529411764705882","1"
"glorious-sweep-17","wisconsin","BundleSheaf","0.009118472080677746","0.0011435174845886755","","","","2025-06-07T05:31:23.000Z","31","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","251","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","17","0.7647058823529411","0.75","0.7058823529411765","2.152519702911377","1","0.003946084529161453","0.8125","1.7488113641738892","75.88235294117648","5.116858176745056","1"
"zany-sweep-16","texas","SampleBundleSheaf_4","0.011223011050140489","0.0010081353630577968","","","","2025-06-07T05:30:46.000Z","34","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","26","0.8108108108108109","0.6101694915254238","0.7567567567567568","1.6945431232452393","0.9885057471264368","0.03826485201716423","0.847457627118644","0.6904932856559753","80.27027027027026","4.530555301146003","1"
"crisp-sweep-15","texas","SampleBundleSheaf_2","0.011143302402459084","0.0010861405643416058","","","","2025-06-07T05:30:04.000Z","36","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","66","0.8648648648648649","0.7796610169491526","0.8108108108108109","0.6748067736625671","1","0.010866100899875164","0.7966101694915254","0.6255579590797424","84.86486486486487","5.296194038450114","1"
"magic-sweep-14","texas","SampleBundleSheaf_1","0.011193275755038484","0.001120957061308469","","","","2025-06-07T05:29:22.000Z","36","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","75","0.8378378378378378","0.7627118644067796","0.7837837837837838","0.6491414308547974","1","0.022717928513884544","0.7966101694915254","0.6544791460037231","84.86486486486487","3.0096023582864975","1"
"chocolate-sweep-13","texas","BundleSheaf","0.009587226239498705","0.0009982224177054815","","","","2025-06-07T05:28:45.000Z","33","qtproi57","0","0","false","adaptive_heun","1","","0","8","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","14","0.7567567567567568","0.5932203389830508","0.7837837837837838","1.071496844291687","1","0.002467356389388442","0.7796610169491526","0.8389410376548767","76.75675675675676","4.221756581571165","1"
"apricot-sweep-12","cora","SampleBundleSheaf_4","0.01166199294291437","0.0009688171576622578","","","","2025-06-07T05:26:40.000Z","119","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","2708","16","1433","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","7","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","21","0.49899396378269617","0.5062814070351759","0.5694164989939637","1.9436875581741333","0.9991610738255032","0.04217097908258438","0.5703517587939698","1.8245350122451784","48.7122736418511","5.172591735068906","1"
"toasty-sweep-11","cora","SampleBundleSheaf_2","0.011529525607125836","0.001330907498006853","","","","2025-06-07T05:24:35.000Z","118","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","2708","16","1433","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","7","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","43","0.710261569416499","0.7010050251256281","0.6841046277665996","1.1769752502441406","0.9991610738255032","0.06246863678097725","0.7123115577889447","1.0055943727493286","70.66398390342052","2.911323500633549","1"
"stellar-sweep-10","cora","SampleBundleSheaf_1","0.011234908991726116","0.0015980630155171417","","","","2025-06-07T05:22:34.000Z","116","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","2708","16","1433","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","7","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","55","0.7364185110663984","0.7399497487437185","0.6780684104627767","1.0860402584075928","0.99748322147651","0.0870499461889267","0.7298994974874372","0.8845910429954529","73.40040241448692","1.958646844851179","1"
"polar-sweep-9","cora","BundleSheaf","0.00931678426801227","0.0011197794738659077","","","","2025-06-07T05:21:05.000Z","84","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","2708","16","1433","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","7","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","21","0.49899396378269617","0.5062814070351759","0.5694164989939637","1.943687438964844","0.9991610738255032","0.04217098653316498","0.5703517587939698","1.8245350122451784","48.7122736418511","5.172591735068906","1"
"sleek-sweep-8","wisconsin","SampleBundleSheaf_4","0.010271770408377054","0.0014389223257277386","","","","2025-06-07T05:20:23.000Z","36","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","251","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","21","0.7450980392156863","0.6875","0.7450980392156863","1.7731444835662842","1","0.0018133901758119464","0.775","1.615269660949707","74.70588235294117","5.437421421122372","1"
"logical-sweep-7","wisconsin","SampleBundleSheaf_2","0.011186804527649656","0.0013642830401049924","","","","2025-06-07T05:19:41.000Z","38","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","251","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","81","0.8235294117647058","0.8","0.7647058823529411","1.3714609146118164","1","0.00835063774138689","0.8125","0.7972458600997925","83.72549019607843","3.0439558227960832","1"
"devout-sweep-6","wisconsin","SampleBundleSheaf_1","0.01073348442581482","0.001062821698049442","","","","2025-06-07T05:19:00.000Z","37","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","251","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","73","0.8431372549019608","0.85","0.8627450980392157","0.6347092986106873","1","0.02032306231558323","0.85","0.5228937864303589","85.29411764705881","3.3101849051243386","1"
"giddy-sweep-5","wisconsin","BundleSheaf","0.008588627776596695","0.0010749490371571224","","","","2025-06-07T05:18:23.000Z","31","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","251","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","21","0.7450980392156863","0.6875","0.7450980392156863","1.773144245147705","1","0.0018133893609046936","0.775","1.6152693033218384","74.70588235294117","5.437421421122372","1"
"glad-sweep-4","texas","SampleBundleSheaf_4","0.01071662325179204","0.0011129167769348225","","","","2025-06-07T05:17:40.000Z","36","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","19","0.7567567567567568","0.576271186440678","0.7567567567567568","1.450063705444336","1","0.002443613950163126","0.864406779661017","0.7560474872589111","76.4864864864865","5.135135135135135","1"
"lyric-sweep-3","texas","SampleBundleSheaf_2","0.009983137393137442","0.0013166624206422796","","","","2025-06-07T05:17:03.000Z","32","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","35","0.8378378378378378","0.6610169491525424","0.8108108108108109","1.121567964553833","1","0.0033431388437747955","0.8305084745762712","0.8738439083099365","78.64864864864865","4.594594594594595","1"
"distinctive-sweep-2","texas","SampleBundleSheaf_1","0.00979942437610589","0.0012250095185103735","","","","2025-06-07T05:16:26.000Z","31","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","94","0.8378378378378378","0.7966101694915254","0.7837837837837838","0.6561984419822693","1","0.011681039817631245","0.7966101694915254","0.7242547273635864","80.27027027027029","5.135135135135135","1"
"olive-sweep-1","texas","BundleSheaf","0.007917177096940576","0.001075213390137188","","","","2025-06-07T05:15:49.000Z","30","qtproi57","0","0","false","adaptive_heun","1","","0","4","false","cuda:0","0.1","200","","","3","true","${ENTITY}","100","0","10","183","16","1703","0.1","2","true","false","0.01","100","1000","1","100","","","","0","false","true","householder","5","","","","","","","","","","","","","","","","","","","","","true","10","uniform","false","43","elu","0.0005","true","1","loss","1","1","true","0.0005","19","0.7567567567567568","0.576271186440678","0.7567567567567568","1.450063705444336","1","0.002443612553179264","0.864406779661017","0.7560474872589111","76.4864864864865","5.135135135135135","1"